closed_id,size,contains_x,contains_y,block_count,shadow_count,rank,num_minimum_generating_sets,first_minimum_generators,elements
0,0,False,False,0,0,0,1,,
1,1,False,False,1,1,1,1,1,1
2,1,False,False,1,1,1,1,2,2
3,1,False,False,1,1,1,1,6,6
4,1,False,False,1,1,1,1,7,7
5,1,False,False,1,1,1,1,12,12
6,1,False,False,1,1,1,1,16,16
7,1,False,False,1,1,1,1,17,17
8,1,False,False,1,1,1,1,18,18
9,1,True,False,1,1,1,1,22,22
10,1,False,False,1,1,1,1,23,23
11,1,False,False,1,1,1,1,28,28
12,1,False,False,1,1,1,1,32,32
13,1,False,False,1,1,1,1,33,33
14,1,False,False,1,1,1,1,34,34
15,1,False,False,1,1,1,1,38,38
16,1,False,True,1,1,1,1,39,39
17,1,False,False,1,1,1,1,44,44
18,1,False,False,1,1,1,1,48,48
19,1,False,False,1,1,1,1,81,81
20,1,False,False,1,1,1,1,82,82
21,1,False,False,1,1,1,1,86,86
22,1,False,False,1,1,1,1,87,87
23,1,False,False,1,1,1,1,92,92
24,1,False,False,1,1,1,1,96,96
25,2,False,False,1,2,2,1,1 2,1 2
26,2,False,False,1,2,1,1,3,1 3
27,2,False,False,1,2,1,1,4,1 4
28,2,False,False,1,2,2,1,1 6,1 6
29,2,False,False,1,2,2,1,2 6,2 6
30,2,False,False,1,2,2,1,1 7,1 7
31,2,False,False,1,2,2,1,2 7,2 7
32,2,False,False,1,2,2,1,6 7,6 7
33,2,False,False,1,2,1,1,9,1 9
34,2,False,False,1,2,1,1,10,7 10
35,2,False,False,1,2,1,1,11,6 11
36,2,False,False,1,2,2,1,1 12,1 12
37,2,False,False,1,2,2,1,2 12,2 12
38,2,False,False,1,2,2,1,6 12,6 12
39,2,False,False,1,2,2,1,7 12,7 12
40,2,False,False,1,2,2,1,1 16,1 16
41,2,False,False,1,2,2,1,2 16,2 16
42,2,False,False,1,2,2,1,6 16,6 16
43,2,False,False,1,2,2,1,7 16,7 16
44,2,False,False,1,2,1,1,8,8 16
45,2,False,False,1,2,2,1,12 16,12 16
46,2,False,False,1,2,1,1,13,13 16
47,2,False,False,1,2,1,1,14,14 16
48,2,False,False,2,1,2,1,1 17,1 17
49,2,False,False,2,1,2,1,2 18,2 18
50,2,False,False,1,2,2,1,17 18,17 18
51,2,False,False,1,2,1,1,19,17 19
52,2,False,False,1,2,1,1,20,17 20
53,2,True,False,2,2,2,1,1 22,1 22
54,2,True,False,2,1,2,1,6 22,6 22
55,2,True,False,2,2,2,1,16 22,16 22
56,2,True,False,1,2,2,1,17 22,17 22
57,2,True,False,1,2,2,1,18 22,18 22
58,2,False,False,2,1,2,1,7 23,7 23
59,2,False,False,1,2,2,1,17 23,17 23
60,2,False,False,1,2,2,1,18 23,18 23
61,2,True,False,1,2,2,1,22 23,22 23
62,2,False,False,1,2,1,1,25,17 25
63,2,False,False,1,2,1,1,26,23 26
64,2,True,False,1,2,1,1,27,22 27
65,2,False,False,2,1,2,1,12 28,12 28
66,2,False,False,1,2,2,1,17 28,17 28
67,2,False,False,1,2,2,1,18 28,18 28
68,2,True,False,1,2,2,1,22 28,22 28
69,2,False,False,1,2,2,1,23 28,23 28
70,2,False,False,2,1,2,1,16 32,16 32
71,2,False,False,1,2,2,1,17 32,17 32
72,2,False,False,1,2,2,1,18 32,18 32
73,2,True,False,1,2,2,1,22 32,22 32
74,2,False,False,1,2,2,1,23 32,23 32
75,2,False,False,1,2,1,1,24,24 32
76,2,False,False,1,2,2,1,28 32,28 32
77,2,False,False,1,2,1,1,29,29 32
78,2,False,False,1,2,1,1,30,30 32
79,2,False,False,2,1,2,1,1 33,1 33
80,2,False,False,2,1,2,1,17 33,17 33
81,2,False,False,2,1,2,1,2 34,2 34
82,2,False,False,2,1,2,1,18 34,18 34
83,2,False,False,1,2,2,1,33 34,33 34
84,2,False,False,1,2,1,1,35,33 35
85,2,False,False,1,2,1,1,36,33 36
86,2,False,False,2,1,2,1,6 38,6 38
87,2,True,False,2,1,2,1,22 38,22 38
88,2,False,False,1,2,2,1,33 38,33 38
89,2,False,False,1,2,2,1,34 38,34 38
90,2,False,True,2,2,2,1,1 39,1 39
91,2,False,True,2,1,2,1,7 39,7 39
92,2,False,True,2,2,2,1,16 39,16 39
93,2,True,True,2,2,2,1,22 39,22 39
94,2,False,True,2,1,2,1,23 39,23 39
95,2,False,True,1,2,2,1,33 39,33 39
96,2,False,True,1,2,2,1,34 39,34 39
97,2,False,True,1,2,2,1,38 39,38 39
98,2,False,False,1,2,1,1,41,33 41
99,2,False,True,1,2,1,1,42,39 42
100,2,False,False,1,2,1,1,43,38 43
101,2,False,False,2,1,2,1,12 44,12 44
102,2,False,False,2,1,2,1,28 44,28 44
103,2,False,False,1,2,2,1,33 44,33 44
104,2,False,False,1,2,2,1,34 44,34 44
105,2,False,False,1,2,2,1,38 44,38 44
106,2,False,True,1,2,2,1,39 44,39 44
107,2,False,False,2,1,2,1,16 48,16 48
108,2,False,False,2,1,2,1,32 48,32 48
109,2,False,False,1,2,2,1,33 48,33 48
110,2,False,False,1,2,2,1,34 48,34 48
111,2,False,False,1,2,2,1,38 48,38 48
112,2,False,True,1,2,2,1,39 48,39 48
113,2,False,False,1,2,1,1,40,40 48
114,2,False,False,1,2,2,1,44 48,44 48
115,2,False,False,1,2,1,1,45,45 48
116,2,False,False,1,2,1,1,46,46 48
117,2,False,False,2,1,1,1,49,33 49
118,2,False,False,2,1,1,1,50,34 50
119,2,False,False,2,1,1,1,54,38 54
120,2,False,True,2,1,1,1,55,39 55
121,2,False,True,2,2,1,1,58,39 58
122,2,False,False,2,1,1,1,60,44 60
123,2,False,False,2,1,1,1,64,48 64
124,2,False,False,2,1,1,1,65,17 65
125,2,False,False,2,1,1,1,66,18 66
126,2,True,False,2,1,1,1,70,22 70
127,2,False,False,2,1,1,1,71,23 71
128,2,True,False,2,2,1,1,75,22 75
129,2,False,False,2,1,1,1,76,28 76
130,2,False,False,2,1,1,1,80,32 80
131,2,False,False,2,1,2,1,1 81,1 81
132,2,False,False,2,2,2,1,16 81,16 81
133,2,False,False,2,1,2,1,17 81,17 81
134,2,True,False,2,2,2,1,22 81,22 81
135,2,False,False,2,1,2,1,33 81,33 81
136,2,False,True,2,2,2,1,39 81,39 81
137,2,False,False,2,1,2,1,2 82,2 82
138,2,False,False,2,1,2,1,18 82,18 82
139,2,False,False,2,1,2,1,34 82,34 82
140,2,False,False,1,2,2,1,81 82,81 82
141,2,False,False,1,2,1,1,83,81 83
142,2,False,False,1,2,1,1,84,81 84
143,2,False,False,2,1,2,1,6 86,6 86
144,2,True,False,2,1,2,1,22 86,22 86
145,2,False,False,2,1,2,1,38 86,38 86
146,2,False,False,1,2,2,1,81 86,81 86
147,2,False,False,1,2,2,1,82 86,82 86
148,2,False,False,2,1,2,1,7 87,7 87
149,2,False,False,2,1,2,1,23 87,23 87
150,2,False,True,2,1,2,1,39 87,39 87
151,2,False,False,1,2,2,1,81 87,81 87
152,2,False,False,1,2,2,1,82 87,82 87
153,2,False,False,1,2,2,1,86 87,86 87
154,2,False,False,1,2,1,1,89,81 89
155,2,False,False,1,2,1,1,90,87 90
156,2,False,False,1,2,1,1,91,86 91
157,2,False,False,2,1,2,1,12 92,12 92
158,2,False,False,2,1,2,1,28 92,28 92
159,2,False,False,2,1,2,1,44 92,44 92
160,2,False,False,1,2,2,1,81 92,81 92
161,2,False,False,1,2,2,1,82 92,82 92
162,2,False,False,1,2,2,1,86 92,86 92
163,2,False,False,1,2,2,1,87 92,87 92
164,2,False,False,2,2,2,1,1 96,1 96
165,2,False,False,2,1,2,1,16 96,16 96
166,2,True,False,2,2,2,1,22 96,22 96
167,2,False,False,2,1,2,1,32 96,32 96
168,2,False,True,2,2,2,1,39 96,39 96
169,2,False,False,2,1,2,1,48 96,48 96
170,2,False,False,1,2,2,1,81 96,81 96
171,2,False,False,1,2,2,1,82 96,82 96
172,2,False,False,1,2,2,1,86 96,86 96
173,2,False,False,1,2,2,1,87 96,87 96
174,2,False,False,1,2,1,1,88,88 96
175,2,False,False,1,2,2,1,92 96,92 96
176,2,False,False,1,2,1,1,93,93 96
177,2,False,False,1,2,1,1,94,94 96
178,3,False,False,1,3,2,1,2 3,1 2 3
179,3,False,False,1,3,2,1,2 4,1 2 4
180,3,False,False,1,3,2,1,3 4,1 3 4
181,3,False,False,1,3,3,1,1 2 6,1 2 6
182,3,False,False,1,3,2,1,4 6,1 4 6
183,3,False,False,1,3,3,1,1 2 7,1 2 7
184,3,False,False,1,3,2,1,3 7,1 3 7
185,3,False,False,1,3,3,1,1 6 7,1 6 7
186,3,False,False,1,3,3,1,2 6 7,2 6 7
187,3,False,False,1,3,3,1,1 2 12,1 2 12
188,3,False,False,1,3,3,1,1 6 12,1 6 12
189,3,False,False,1,3,3,1,2 6 12,2 6 12
190,3,False,False,1,3,3,1,1 7 12,1 7 12
191,3,False,False,1,3,3,1,2 7 12,2 7 12
192,3,False,False,1,3,3,1,6 7 12,6 7 12
193,3,False,False,1,3,3,1,1 2 16,1 2 16
194,3,False,False,1,3,3,1,1 6 16,1 6 16
195,3,False,False,1,3,3,1,2 6 16,2 6 16
196,3,False,False,1,3,3,1,1 7 16,1 7 16
197,3,False,False,1,3,3,1,2 7 16,2 7 16
198,3,False,False,1,3,3,1,6 7 16,6 7 16
199,3,False,False,1,3,3,1,1 12 16,1 12 16
200,3,False,False,1,3,3,1,2 12 16,2 12 16
201,3,False,False,1,3,3,1,6 12 16,6 12 16
202,3,False,False,1,3,3,1,7 12 16,7 12 16
203,3,False,False,1,3,2,1,7 13,7 13 16
204,3,False,False,1,3,2,1,12 13,12 13 16
205,3,False,False,1,3,2,1,6 14,6 14 16
206,3,False,False,1,3,2,1,12 14,12 14 16
207,3,False,False,1,3,2,1,13 14,13 14 16
208,3,False,False,2,2,2,1,2 17,1 2 17
209,3,False,False,2,2,2,1,3 17,1 3 17
210,3,False,False,2,2,2,1,4 17,1 4 17
211,3,False,False,2,2,2,1,6 17,1 6 17
212,3,False,False,2,2,2,1,7 17,1 7 17
213,3,False,False,2,2,2,1,9 17,1 9 17
214,3,False,False,2,2,2,1,12 17,1 12 17
215,3,False,False,2,2,2,1,16 17,1 16 17
216,3,False,False,2,2,2,1,6 18,2 6 18
217,3,False,False,2,2,2,1,7 18,2 7 18
218,3,False,False,2,2,2,1,12 18,2 12 18
219,3,False,False,2,2,2,1,16 18,2 16 18
220,3,False,False,2,2,2,1,1 18,1 17 18
221,3,False,False,2,2,2,1,1 19,1 17 19
222,3,False,False,1,3,2,1,18 19,17 18 19
223,3,False,False,1,3,2,1,18 20,17 18 20
224,3,False,False,1,3,2,1,19 20,17 19 20
225,3,True,False,2,2,3,1,1 6 22,1 6 22
226,3,True,False,2,2,2,1,2 22,2 6 22
227,3,True,False,2,2,2,1,7 22,6 7 22
228,3,True,False,2,2,2,1,11 22,6 11 22
229,3,True,False,2,2,2,1,12 22,6 12 22
230,3,True,False,2,3,3,1,1 16 22,1 16 22
231,3,True,False,2,2,3,1,6 16 22,6 16 22
232,3,True,False,2,2,3,1,1 17 22,1 17 22
233,3,True,False,1,3,3,1,17 18 22,17 18 22
234,3,True,False,1,3,2,1,20 22,17 20 22
235,3,False,False,1,3,3,1,17 18 23,17 18 23
236,3,False,False,1,3,2,1,19 23,17 19 23
237,3,True,False,1,3,3,1,17 22 23,17 22 23
238,3,True,False,1,3,3,1,18 22 23,18 22 23
239,3,False,False,2,2,2,1,1 28,1 12 28
240,3,False,False,2,2,2,1,2 28,2 12 28
241,3,False,False,2,2,2,1,6 28,6 12 28
242,3,False,False,2,2,2,1,7 28,7 12 28
243,3,False,False,1,3,3,1,17 18 28,17 18 28
244,3,True,False,1,3,3,1,17 22 28,17 22 28
245,3,True,False,1,3,3,1,18 22 28,18 22 28
246,3,False,False,1,3,3,1,17 23 28,17 23 28
247,3,False,False,1,3,3,1,18 23 28,18 23 28
248,3,True,False,1,3,3,1,22 23 28,22 23 28
249,3,False,False,2,2,2,1,1 32,1 16 32
250,3,False,False,2,2,2,1,2 32,2 16 32
251,3,False,False,2,2,2,1,6 32,6 16 32
252,3,False,False,2,2,2,1,7 32,7 16 32
253,3,False,False,2,2,2,1,8 32,8 16 32
254,3,False,False,2,2,2,1,12 32,12 16 32
255,3,False,False,2,2,2,1,13 32,13 16 32
256,3,False,False,2,2,2,1,14 32,14 16 32
257,3,False,False,1,3,3,1,17 18 32,17 18 32
258,3,True,False,2,2,3,1,16 22 32,16 22 32
259,3,True,False,1,3,3,1,17 22 32,17 22 32
260,3,True,False,1,3,3,1,18 22 32,18 22 32
261,3,False,False,1,3,3,1,17 23 32,17 23 32
262,3,False,False,1,3,3,1,18 23 32,18 23 32
263,3,True,False,1,3,3,1,22 23 32,22 23 32
264,3,False,False,2,2,2,1,16 28,16 28 32
265,3,False,False,1,3,3,1,17 28 32,17 28 32
266,3,False,False,1,3,3,1,18 28 32,18 28 32
267,3,True,False,1,3,3,1,22 28 32,22 28 32
268,3,False,False,1,3,3,1,23 28 32,23 28 32
269,3,False,False,2,2,2,1,16 29,16 29 32
270,3,False,False,1,3,2,1,23 29,23 29 32
271,3,False,False,1,3,2,1,28 29,28 29 32
272,3,True,False,1,3,2,1,22 30,22 30 32
273,3,False,False,1,3,2,1,28 30,28 30 32
274,3,False,False,1,3,2,1,29 30,29 30 32
275,3,False,False,2,2,2,1,2 33,1 2 33
276,3,False,False,2,2,2,1,3 33,1 3 33
277,3,False,False,2,2,2,1,4 33,1 4 33
278,3,False,False,2,2,2,1,6 33,1 6 33
279,3,False,False,2,2,2,1,7 33,1 7 33
280,3,False,False,2,2,2,1,9 33,1 9 33
281,3,False,False,2,2,2,1,12 33,1 12 33
282,3,False,False,2,2,2,1,16 33,1 16 33
283,3,False,False,3,1,3,1,1 17 33,1 17 33
284,3,False,False,2,2,2,1,18 33,17 18 33
285,3,False,False,2,2,2,1,19 33,17 19 33
286,3,True,False,2,2,2,1,22 33,17 22 33
287,3,False,False,2,2,2,1,6 34,2 6 34
288,3,False,False,2,2,2,1,7 34,2 7 34
289,3,False,False,2,2,2,1,12 34,2 12 34
290,3,False,False,2,2,2,1,16 34,2 16 34
291,3,False,False,3,1,3,1,2 18 34,2 18 34
292,3,True,False,2,2,2,1,22 34,18 22 34
293,3,False,False,2,2,2,1,1 34,1 33 34
294,3,False,False,2,2,2,1,17 34,17 33 34
295,3,False,False,1,3,2,1,34 35,33 34 35
296,3,False,False,2,2,2,1,1 36,1 33 36
297,3,False,False,2,2,2,1,17 36,17 33 36
298,3,False,False,1,3,2,1,34 36,33 34 36
299,3,False,False,1,3,2,1,35 36,33 35 36
300,3,True,False,3,1,3,1,6 22 38,6 22 38
301,3,False,False,1,3,3,1,33 34 38,33 34 38
302,3,False,False,1,3,2,1,36 38,33 36 38
303,3,False,True,2,2,3,1,1 7 39,1 7 39
304,3,False,True,2,2,2,1,2 39,2 7 39
305,3,False,True,2,2,2,1,6 39,6 7 39
306,3,False,True,2,2,2,1,10 39,7 10 39
307,3,False,True,2,2,2,1,12 39,7 12 39
308,3,False,True,2,3,3,1,1 16 39,1 16 39
309,3,False,True,2,2,3,1,7 16 39,7 16 39
310,3,True,True,3,3,3,1,1 22 39,1 22 39
311,3,True,True,3,3,3,1,16 22 39,16 22 39
312,3,False,True,3,1,3,1,7 23 39,7 23 39
313,3,False,True,2,2,3,1,1 33 39,1 33 39
314,3,False,True,2,2,2,1,17 39,17 33 39
315,3,False,True,2,2,2,1,18 39,18 34 39
316,3,False,True,1,3,3,1,33 34 39,33 34 39
317,3,False,True,1,3,2,1,35 39,33 35 39
318,3,False,True,1,3,3,1,33 38 39,33 38 39
319,3,False,True,1,3,3,1,34 38 39,34 38 39
320,3,False,False,2,2,2,1,1 44,1 12 44
321,3,False,False,2,2,2,1,2 44,2 12 44
322,3,False,False,2,2,2,1,6 44,6 12 44
323,3,False,False,2,2,2,1,7 44,7 12 44
324,3,False,False,3,1,3,1,12 28 44,12 28 44
325,3,True,False,2,2,2,1,22 44,22 28 44
326,3,False,False,1,3,3,1,33 34 44,33 34 44
327,3,False,False,1,3,3,1,33 38 44,33 38 44
328,3,False,False,1,3,3,1,34 38 44,34 38 44
329,3,False,True,2,2,2,1,28 39,28 39 44
330,3,False,True,1,3,3,1,33 39 44,33 39 44
331,3,False,True,1,3,3,1,34 39 44,34 39 44
332,3,False,True,1,3,3,1,38 39 44,38 39 44
333,3,False,False,2,2,2,1,1 48,1 16 48
334,3,False,False,2,2,2,1,2 48,2 16 48
335,3,False,False,2,2,2,1,6 48,6 16 48
336,3,False,False,2,2,2,1,7 48,7 16 48
337,3,False,False,2,2,2,1,8 48,8 16 48
338,3,False,False,2,2,2,1,12 48,12 16 48
339,3,False,False,2,2,2,1,13 48,13 16 48
340,3,False,False,2,2,2,1,14 48,14 16 48
341,3,False,False,3,1,3,1,16 32 48,16 32 48
342,3,True,False,2,2,2,1,22 48,22 32 48
343,3,False,False,2,2,2,1,28 48,28 32 48
344,3,False,False,2,2,2,1,29 48,29 32 48
345,3,False,False,1,3,3,1,33 34 48,33 34 48
346,3,False,False,1,3,3,1,33 38 48,33 38 48
347,3,False,False,1,3,3,1,34 38 48,34 38 48
348,3,False,True,2,2,3,1,16 39 48,16 39 48
349,3,False,True,2,2,2,1,32 39,32 39 48
350,3,False,True,1,3,3,1,33 39 48,33 39 48
351,3,False,True,1,3,3,1,34 39 48,34 39 48
352,3,False,True,1,3,3,1,38 39 48,38 39 48
353,3,False,False,2,2,2,1,16 44,16 44 48
354,3,False,False,2,2,2,1,32 44,32 44 48
355,3,False,False,1,3,3,1,33 44 48,33 44 48
356,3,False,False,1,3,3,1,34 44 48,34 44 48
357,3,False,False,1,3,3,1,38 44 48,38 44 48
358,3,False,True,1,3,3,1,39 44 48,39 44 48
359,3,False,True,1,3,2,1,39 45,39 45 48
360,3,False,False,1,3,2,1,44 45,44 45 48
361,3,False,False,2,2,2,1,16 46,16 46 48
362,3,False,False,2,2,2,1,32 46,32 46 48
363,3,False,False,1,3,2,1,38 46,38 46 48
364,3,False,False,1,3,2,1,44 46,44 46 48
365,3,False,False,1,3,2,1,45 46,45 46 48
366,3,False,False,2,2,2,1,34 49,33 34 49
367,3,False,False,2,2,2,1,36 49,33 36 49
368,3,False,True,2,2,2,1,39 49,33 39 49
369,3,False,True,2,2,2,1,39 64,39 48 64
370,3,False,False,2,2,2,1,44 64,44 48 64
371,3,False,False,2,2,2,1,46 64,46 48 64
372,3,False,False,2,2,2,1,18 65,17 18 65
373,3,False,False,2,2,2,1,19 65,17 19 65
374,3,True,False,2,2,2,1,22 65,17 22 65
375,3,True,False,2,2,2,1,22 80,22 32 80
376,3,False,False,2,2,2,1,28 80,28 32 80
377,3,False,False,2,2,2,1,29 80,29 32 80
378,3,False,False,2,2,2,1,2 81,1 2 81
379,3,False,False,2,2,2,1,3 81,1 3 81
380,3,False,False,2,2,2,1,4 81,1 4 81
381,3,False,False,2,2,2,1,6 81,1 6 81
382,3,False,False,2,2,2,1,7 81,1 7 81
383,3,False,False,2,2,2,1,9 81,1 9 81
384,3,False,False,2,2,2,1,12 81,1 12 81
385,3,False,False,2,2,3,1,1 16 81,1 16 81
386,3,False,False,3,1,3,1,1 17 81,1 17 81
387,3,False,False,2,2,2,1,18 81,17 18 81
388,3,False,False,2,2,2,1,19 81,17 19 81
389,3,True,False,3,2,3,1,1 22 81,1 22 81
390,3,True,False,3,3,3,1,16 22 81,16 22 81
391,3,True,False,2,2,3,1,17 22 81,17 22 81
392,3,False,False,3,1,3,1,1 33 81,1 33 81
393,3,False,False,3,1,3,1,17 33 81,17 33 81
394,3,False,False,2,2,2,1,34 81,33 34 81
395,3,False,False,2,2,2,1,36 81,33 36 81
396,3,False,True,3,2,3,1,1 39 81,1 39 81
397,3,False,True,3,3,3,1,16 39 81,16 39 81
398,3,True,True,3,3,3,1,22 39 81,22 39 81
399,3,False,True,2,2,3,1,33 39 81,33 39 81
400,3,False,False,3,1,3,1,2 18 82,2 18 82
401,3,False,False,3,1,3,1,2 34 82,2 34 82
402,3,False,False,3,1,3,1,18 34 82,18 34 82
403,3,False,False,2,2,2,1,1 82,1 81 82
404,3,False,False,2,2,2,1,17 82,17 81 82
405,3,False,False,2,2,2,1,33 82,33 81 82
406,3,False,False,2,2,2,1,1 83,1 81 83
407,3,False,False,2,2,2,1,17 83,17 81 83
408,3,False,False,2,2,2,1,33 83,33 81 83
409,3,False,False,1,3,2,1,82 83,81 82 83
410,3,False,False,2,2,2,1,1 84,1 81 84
411,3,False,False,2,2,2,1,17 84,17 81 84
412,3,False,False,2,2,2,1,33 84,33 81 84
413,3,False,False,1,3,2,1,82 84,81 82 84
414,3,False,False,1,3,2,1,83 84,81 83 84
415,3,True,False,3,1,3,1,6 22 86,6 22 86
416,3,False,False,3,1,3,1,6 38 86,6 38 86
417,3,True,False,3,1,3,1,22 38 86,22 38 86
418,3,False,False,2,2,2,1,1 86,1 81 86
419,3,False,False,2,2,2,1,17 86,17 81 86
420,3,True,False,2,2,3,1,22 81 86,22 81 86
421,3,False,False,2,2,2,1,33 86,33 81 86
422,3,False,False,2,2,2,1,18 86,18 82 86
423,3,True,False,2,2,2,1,22 82,22 82 86
424,3,False,False,2,2,2,1,34 86,34 82 86
425,3,False,False,1,3,3,1,81 82 86,81 82 86
426,3,False,False,1,3,2,1,84 86,81 84 86
427,3,False,False,3,1,3,1,7 23 87,7 23 87
428,3,False,True,3,1,3,1,7 39 87,7 39 87
429,3,False,True,3,1,3,1,23 39 87,23 39 87
430,3,False,False,2,2,2,1,1 87,1 81 87
431,3,False,False,2,2,2,1,17 87,17 81 87
432,3,False,False,2,2,2,1,33 87,33 81 87
433,3,False,True,2,2,3,1,39 81 87,39 81 87
434,3,False,False,2,2,2,1,18 87,18 82 87
435,3,False,False,2,2,2,1,34 87,34 82 87
436,3,False,True,2,2,2,1,39 82,39 82 87
437,3,False,False,1,3,3,1,81 82 87,81 82 87
438,3,False,False,1,3,2,1,83 87,81 83 87
439,3,True,False,2,2,2,1,22 87,22 86 87
440,3,False,True,2,2,2,1,39 86,39 86 87
441,3,False,False,1,3,3,1,81 86 87,81 86 87
442,3,False,False,1,3,3,1,82 86 87,82 86 87
443,3,False,False,2,2,2,1,1 89,1 81 89
444,3,False,False,2,2,2,1,17 89,17 81 89
445,3,False,False,2,2,2,1,33 89,33 81 89
446,3,False,True,2,2,2,1,39 90,39 87 90
447,3,True,False,2,2,2,1,22 91,22 86 91
448,3,False,False,3,1,3,1,12 28 92,12 28 92
449,3,False,False,3,1,3,1,12 44 92,12 44 92
450,3,False,False,3,1,3,1,28 44 92,28 44 92
451,3,False,False,2,2,2,1,1 92,1 81 92
452,3,False,False,2,2,2,1,17 92,17 81 92
453,3,False,False,2,2,2,1,28 81,28 81 92
454,3,False,False,2,2,2,1,33 92,33 81 92
455,3,False,False,2,2,2,1,44 81,44 81 92
456,3,False,False,2,2,2,1,18 92,18 82 92
457,3,False,False,2,2,2,1,28 82,28 82 92
458,3,False,False,2,2,2,1,34 92,34 82 92
459,3,False,False,2,2,2,1,44 82,44 82 92
460,3,False,False,1,3,3,1,81 82 92,81 82 92
461,3,True,False,2,2,2,1,22 92,22 86 92
462,3,False,False,2,2,2,1,28 86,28 86 92
463,3,False,False,2,2,2,1,44 86,44 86 92
464,3,False,False,1,3,3,1,81 86 92,81 86 92
465,3,False,False,1,3,3,1,82 86 92,82 86 92
466,3,False,False,2,2,2,1,28 87,28 87 92
467,3,False,True,2,2,2,1,39 92,39 87 92
468,3,False,False,2,2,2,1,44 87,44 87 92
469,3,False,False,1,3,3,1,81 87 92,81 87 92
470,3,False,False,1,3,3,1,82 87 92,82 87 92
471,3,False,False,1,3,3,1,86 87 92,86 87 92
472,3,False,False,2,2,3,1,1 16 96,1 16 96
473,3,False,False,2,2,2,1,2 96,2 16 96
474,3,False,False,2,2,2,1,6 96,6 16 96
475,3,False,False,2,2,2,1,7 96,7 16 96
476,3,False,False,2,2,2,1,8 96,8 16 96
477,3,False,False,2,2,2,1,12 96,12 16 96
478,3,False,False,2,2,2,1,13 96,13 16 96
479,3,False,False,2,2,2,1,14 96,14 16 96
480,3,True,False,3,3,3,1,1 22 96,1 22 96
481,3,True,False,3,2,3,1,16 22 96,16 22 96
482,3,False,False,3,1,3,1,16 32 96,16 32 96
483,3,True,False,2,2,3,1,22 32 96,22 32 96
484,3,False,False,2,2,2,1,28 96,28 32 96
485,3,False,False,2,2,2,1,29 96,29 32 96
486,3,False,True,3,3,3,1,1 39 96,1 39 96
487,3,False,True,3,2,3,1,16 39 96,16 39 96
488,3,True,True,3,3,3,1,22 39 96,22 39 96
489,3,False,False,3,1,3,1,16 48 96,16 48 96
490,3,False,False,3,1,3,1,32 48 96,32 48 96
491,3,False,True,2,2,3,1,39 48 96,39 48 96
492,3,False,False,2,2,2,1,44 96,44 48 96
493,3,False,False,2,2,2,1,46 96,46 48 96
494,3,False,False,2,2,3,1,1 81 96,1 81 96
495,3,False,False,2,2,3,1,16 81 96,16 81 96
496,3,False,False,2,2,2,1,17 96,17 81 96
497,3,True,False,2,3,3,1,22 81 96,22 81 96
498,3,False,False,2,2,2,1,32 81,32 81 96
499,3,False,False,2,2,2,1,33 96,33 81 96
500,3,False,True,2,3,3,1,39 81 96,39 81 96
501,3,False,False,2,2,2,1,48 81,48 81 96
502,3,False,False,2,2,2,1,16 82,16 82 96
503,3,False,False,2,2,2,1,18 96,18 82 96
504,3,False,False,2,2,2,1,32 82,32 82 96
505,3,False,False,2,2,2,1,34 96,34 82 96
506,3,False,False,2,2,2,1,48 82,48 82 96
507,3,False,False,1,3,3,1,81 82 96,81 82 96
508,3,False,False,2,2,2,1,16 86,16 86 96
509,3,True,False,2,2,3,1,22 86 96,22 86 96
510,3,False,False,2,2,2,1,32 86,32 86 96
511,3,False,False,2,2,2,1,48 86,48 86 96
512,3,False,False,1,3,3,1,81 86 96,81 86 96
513,3,False,False,1,3,3,1,82 86 96,82 86 96
514,3,False,False,2,2,2,1,16 87,16 87 96
515,3,False,False,2,2,2,1,32 87,32 87 96
516,3,False,True,2,2,3,1,39 87 96,39 87 96
517,3,False,False,2,2,2,1,48 87,48 87 96
518,3,False,False,1,3,3,1,81 87 96,81 87 96
519,3,False,False,1,3,3,1,82 87 96,82 87 96
520,3,False,False,1,3,3,1,86 87 96,86 87 96
521,3,False,False,2,2,2,1,16 88,16 88 96
522,3,False,False,2,2,2,1,32 88,32 88 96
523,3,False,False,2,2,2,1,48 88,48 88 96
524,3,False,False,2,2,2,1,16 92,16 92 96
525,3,False,False,2,2,2,1,32 92,32 92 96
526,3,False,False,2,2,2,1,48 92,48 92 96
527,3,False,False,1,3,3,1,81 92 96,81 92 96
528,3,False,False,1,3,3,1,82 92 96,82 92 96
529,3,False,False,1,3,3,1,86 92 96,86 92 96
530,3,False,False,1,3,3,1,87 92 96,87 92 96
531,3,False,False,2,2,2,1,16 93,16 93 96
532,3,False,False,2,2,2,1,32 93,32 93 96
533,3,False,False,2,2,2,1,48 93,48 93 96
534,3,False,False,1,3,2,1,87 93,87 93 96
535,3,False,False,1,3,2,1,92 93,92 93 96
536,3,False,False,2,2,2,1,16 94,16 94 96
537,3,False,False,2,2,2,1,32 94,32 94 96
538,3,False,False,2,2,2,1,48 94,48 94 96
539,3,False,False,1,3,2,1,86 94,86 94 96
540,3,False,False,1,3,2,1,92 94,92 94 96
541,3,False,False,1,3,2,1,93 94,93 94 96
542,4,False,False,1,4,3,1,2 3 4,1 2 3 4
543,4,False,False,1,4,2,1,3 6,1 2 3 6
544,4,False,False,1,4,2,1,4 7,1 2 4 7
545,4,False,False,1,4,4,1,1 2 6 7,1 2 6 7
